## date = '2019-05-11 18:33:52.720741'
## execstr = '/anaconda3/envs/riboseq/bin/metagene count genome/chrM_orfs_start_rois_ND4.txt data/metagene/WT_1/WT_1_ND4start --count_files data/mapping/WT_1.bam --threeprime --norm_region 30 200 --min_counts 0 --cmap Blues'
## args = {  
##          'big_genome'       : False,,
##          'cmap'             : 'Blues',,
##          'count_files'      : ['data/mapping/WT_1.bam'],,
##          'countfile_format' : 'BAM',,
##          'dpi'              : 150,,
##          'figformat'        : 'png',,
##          'figsize'          : None,,
##          'keep'             : False,,
##          'landmark'         : None,,
##          'mapping'          : 'threeprime',,
##          'max_length'       : 100,,
##          'maxmem'           : 0,,
##          'min_counts'       : 0,,
##          'min_length'       : 25,,
##          'nibble'           : 0,,
##          'norm_region'      : [30, 200],,
##          'normalize_over'   : None,,
##          'offset'           : 0,,
##          'outbase'          : 'data/metagene/WT_1/WT_1_ND4start',,
##          'program'          : 'count',,
##          'roi_file'         : 'genome/chrM_orfs_start_rois_ND4.txt',,
##          'stylesheet'       : None,,
##          'sum'              : None,,
##          'title'            : None,,
##          'use_mean'         : False,,
##          'warnlevel'        : 0,
##        }
x	metagene_average	regions_counted
-54	0.0042643923240938165	1
-53	0.031982942430703626	1
-52	0.0021321961620469083	1
-51	0.0	1
-50	0.0	1
-49	0.0021321961620469083	1
-48	0.0010660980810234541	1
-47	0.0	1
-46	0.010660980810234541	1
-45	0.0010660980810234541	1
-44	0.0031982942430703624	1
-43	0.0021321961620469083	1
-42	0.0	1
-41	0.0	1
-40	0.0010660980810234541	1
-39	0.0	1
-38	0.0010660980810234541	1
-37	0.0	1
-36	0.0	1
-35	0.0	1
-34	0.0021321961620469083	1
-33	0.006396588486140725	1
-32	0.0031982942430703624	1
-31	0.0021321961620469083	1
-30	0.0021321961620469083	1
-29	0.0010660980810234541	1
-28	0.005330490405117271	1
-27	0.0031982942430703624	1
-26	0.0	1
-25	0.0	1
-24	0.04477611940298507	1
-23	0.005330490405117271	1
-22	0.0031982942430703624	1
-21	0.0042643923240938165	1
-20	0.0021321961620469083	1
-19	0.0	1
-18	0.0	1
-17	0.0	1
-16	0.006396588486140725	1
-15	0.02771855010660981	1
-14	0.006396588486140725	1
-13	0.0	1
-12	0.0	1
-11	0.0	1
-10	0.0031982942430703624	1
-9	0.0042643923240938165	1
-8	0.0042643923240938165	1
-7	0.0010660980810234541	1
-6	0.0	1
-5	0.0010660980810234541	1
-4	0.0021321961620469083	1
-3	0.008528784648187633	1
-2	0.005330490405117271	1
-1	0.0	1
0	0.0	1
1	0.006396588486140725	1
2	0.010660980810234541	1
3	0.0042643923240938165	1
4	0.0	1
5	0.0	1
6	0.0	1
7	0.0021321961620469083	1
8	0.0021321961620469083	1
9	0.0021321961620469083	1
10	0.0010660980810234541	1
11	0.0	1
12	0.0	1
13	0.021321961620469083	1
14	0.0042643923240938165	1
15	0.005330490405117271	1
16	0.009594882729211088	1
17	0.04584221748400853	1
18	0.07995735607675906	1
19	0.0021321961620469083	1
20	0.0	1
21	0.009594882729211088	1
22	0.005330490405117271	1
23	0.006396588486140725	1
24	0.0042643923240938165	1
25	0.0	1
26	0.0010660980810234541	1
27	0.0	1
28	0.0	1
29	0.0	1
30	0.0	1
31	0.0	1
32	0.0	1
33	0.0	1
34	0.0	1
35	0.0	1
36	0.010660980810234541	1
37	0.0031982942430703624	1
38	0.005330490405117271	1
39	0.0	1
40	0.0042643923240938165	1
41	0.0010660980810234541	1
42	0.015991471215351813	1
43	0.0	1
44	0.0	1
45	0.010660980810234541	1
46	0.0	1
47	0.0010660980810234541	1
48	0.0042643923240938165	1
49	0.0021321961620469083	1
50	0.0	1
51	0.005330490405117271	1
52	0.039445628997867806	1
53	0.007462686567164179	1
54	0.0	1
55	0.0010660980810234541	1
56	0.0	1
57	0.0	1
58	0.0	1
59	0.011727078891257996	1
60	0.0031982942430703624	1
61	0.005330490405117271	1
62	0.008528784648187633	1
63	0.0	1
64	0.0021321961620469083	1
65	0.0	1
66	0.005330490405117271	1
67	0.0010660980810234541	1
68	0.0	1
69	0.0021321961620469083	1
70	0.0	1
71	0.0010660980810234541	1
72	0.0010660980810234541	1
73	0.0042643923240938165	1
74	0.0	1
75	0.0010660980810234541	1
76	0.0021321961620469083	1
77	0.0031982942430703624	1
78	0.0021321961620469083	1
79	0.0	1
80	0.0	1
81	0.0	1
82	0.0010660980810234541	1
83	0.0	1
84	0.0	1
85	0.011727078891257996	1
86	0.03731343283582089	1
87	0.0	1
88	0.005330490405117271	1
89	0.0031982942430703624	1
90	0.008528784648187633	1
91	0.005330490405117271	1
92	0.054371002132196165	1
93	0.015991471215351813	1
94	0.0021321961620469083	1
95	0.0010660980810234541	1
96	0.0	1
97	0.0031982942430703624	1
98	0.0	1
99	0.0	1
